Plan_Code,Client,Platform,NYFlag,ChildCompanyID,HeaderLogo,HeaderLogo_Position_x,HeaderLogo_Position_y,HeaderLogo_Width,HeaderLogo_Height,Company_Text,Company_Text_Position_x,Company_Text_Position_y,Company_Text_Width,Company_Text_Height,Company_ShowFlag,Address,Address_Position_x,Address_Position_y,Address_Width,Address_Height,Address_ShowFlag,PhoneNumber,ServiceCenter,ServiceCenterHours,FaxNumber,ProductType,Broker_Dealer_Services,Footer,Footer_Position_x,Footer_Position_y,Footer_Width,Footer_Height,Email_Address,Web_Address,Client_Abbrv,Budget_Center,Reply_Envelope,Inserter_Stock,Tray,CompanyCode,DOL_Disclosure,Disclosure_Position_x,Disclosure_Position_y,Disclosure_Position_Width,Disclosure_Position_Height,Secondary_Logo,SecLogo_Position_x,SecLogo_Position_y,SecLogo_Position_Width,SecLogo_Position_Height,Product_Description,MailingPageLogo_Pos_x,MailingPageLogo_Pos_y,Payment Company Address
190_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
191_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
192_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
193_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
194_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
195_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
196_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
197_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
198_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
199_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
200_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
201_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
202_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
203_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
204_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
205_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
206_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
207_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
208_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
210_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
211_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
213_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
214_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
215_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
216_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
217_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
218_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
219_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
220_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
221_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
222_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
223_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
224_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
225_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
226_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
227_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
228_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
229_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
230_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
231_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
232_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
233_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
234_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
235_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
236_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
237_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
238_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
239_ALLM,Hanover/Trad,9x,,0,Images/LTRALLM.jpg,36.00,36.00,153.50,24.00,First Allmerica Financial Life Insurance Company,,,,,TRUE,P.O. Box 758552ENDLINETopeka KS 66675-8552,195.00,39.00,175.00,46.00,TRUE,1-800-799-6981,Client Services,7:30 A.M. to 5:00 P.M. Central Time,785-368-1798,Life,,RTFs/Footer/HAN_Footer.rtf,67.00,716.00,475.00,71.00,,,ALM,2151,hash4: HANOVER ALLMERICA REPLY ENV,65-2120x-03,4,Hanover,,,,,,,,,,,,36.00,36.00,
